feature_chr,feature_start,feature_end,region_chr,region_start,region_end,gene_id,gene_name,feature_type,score
chr2R,12343995,12344027,chr2R,12343983,12345983,FBgn0266111,FBgn0266111,structure,158.75
chr2R,12359301,12359328,chr2R,12358436,12360436,FBgn0050043,FBgn0050043,structure,99.44
chr2R,12467997,12468016,chr2R,12467152,12469152,FBgn0033740,FBgn0033740,structure,131.42
chr2R,12467997,12468016,chr2R,12467651,12469651,FBgn0033741,FBgn0033741,structure,131.42
chr2R,12488382,12488403,chr2R,12486391,12488391,FBgn0085263,FBgn0085263,structure,124.9
chr2R,12506884,12506905,chr2R,12506333,12508333,FBgn0045063,FBgn0045063,structure,142.19
chr2R,12506884,12506905,chr2R,12506333,12508333,FBgn0045063,FBgn0045063,structure,142.19
chr2R,12506884,12506905,chr2R,12506333,12508333,FBgn0045063,FBgn0045063,structure,142.19
chr2R,12798732,12798754,chr2R,12798259,12800259,FBgn0266630,FBgn0266630,structure,132.73
chr2R,12846494,12846515,chr2R,12845596,12847596,FBgn0250842,FBgn0250842,structure,112.14
chr2R,12846494,12846515,chr2R,12845596,12847596,FBgn0250842,FBgn0250842,structure,112.14
chr2R,12907005,12907026,chr2R,12905237,12907237,FBgn0285941,FBgn0285941,structure,112.14
chr2R,12907005,12907026,chr2R,12905395,12907395,FBgn0265654,FBgn0265654,structure,112.14
chr2R,12951767,12951795,chr2R,12951293,12953293,FBgn0265186,FBgn0265186,structure,117.14
chr2R,12951767,12951795,chr2R,12951293,12953293,FBgn0265185,FBgn0265185,structure,117.14
chr2R,12951767,12951795,chr2R,12951293,12953293,FBgn0265185,FBgn0265185,structure,117.14
chr2R,13189319,13189341,chr2R,13189086,13191086,FBgn0033802,FBgn0033802,structure,126.93
chr2R,13189319,13189341,chr2R,13189086,13191086,FBgn0033802,FBgn0033802,structure,126.93
chr2R,13189319,13189341,chr2R,13189086,13191086,FBgn0028991,FBgn0028991,structure,126.93
chr2R,13189319,13189341,chr2R,13189086,13191086,FBgn0028991,FBgn0028991,structure,126.93
chr2R,13189319,13189341,chr2R,13189086,13191086,FBgn0053182,FBgn0053182,structure,126.93
chr2R,13189319,13189341,chr2R,13189086,13191086,FBgn0053182,FBgn0053182,structure,126.93
chr2R,13189319,13189341,chr2R,13188253,13190253,FBgn0053182,FBgn0053182,structure,126.93
chr2R,13424945,13424973,chr2R,13423736,13425736,FBgn0259221,FBgn0259221,structure,134.88
chr2R,13476490,13476516,chr2R,13476342,13478342,FBgn0262821,FBgn0262821,structure,130.19
chr2R,13578866,13578897,chr2R,13577036,13579036,FBgn0265497,FBgn0265497,structure,144.86
chr2R,13601564,13601603,chr2R,13600099,13602099,FBgn0262360,FBgn0262360,structure,164.05
chr2R,13673615,13673640,chr2R,13673633,13675633,FBgn0266392,FBgn0266392,structure,125.0
chr2R,13845894,13845924,chr2R,13845255,13847255,FBgn0033876,FBgn0033876,structure,130.83
chr2R,13845894,13845924,chr2R,13845393,13847393,FBgn0050484,FBgn0050484,structure,130.83
chr2R,13853806,13853836,chr2R,13851901,13853901,FBgn0283553,FBgn0283553,structure,115.0
chr2R,13853806,13853836,chr2R,13853331,13855331,FBgn0033879,FBgn0033879,structure,115.0
chr2R,13853806,13853836,chr2R,13853331,13855331,FBgn0033879,FBgn0033879,structure,115.0
chr2R,13853806,13853836,chr2R,13853659,13855659,FBgn0265498,FBgn0265498,structure,115.0
chr2R,13897919,13897942,chr2R,13896701,13898701,FBgn0013733,FBgn0013733,structure,124.87
chr2R,13989859,13989880,chr2R,13989707,13991707,FBgn0020620,FBgn0020620,structure,136.19
chr2R,13989859,13989880,chr2R,13989707,13991707,FBgn0020620,FBgn0020620,structure,136.19
chr2R,13989859,13989880,chr2R,13989400,13991400,FBgn0020620,FBgn0020620,structure,136.19
chr2R,13989859,13989880,chr2R,13989707,13991707,FBgn0020620,FBgn0020620,structure,136.19
chr2R,13989859,13989880,chr2R,13989707,13991707,FBgn0020620,FBgn0020620,structure,136.19
chr2R,14028120,14028145,chr2R,14027620,14029620,FBgn0033893,FBgn0033893,structure,124.0
chr2R,14146058,14146073,chr2R,14144524,14146524,FBgn0262215,FBgn0262215,structure,93.33
chr2R,14240344,14240368,chr2R,14238703,14240703,FBgn0033915,FBgn0033915,structure,117.17
chr2R,14240344,14240368,chr2R,14238420,14240420,FBgn0033915,FBgn0033915,structure,117.17
chr2R,14240344,14240368,chr2R,14238420,14240420,FBgn0033915,FBgn0033915,structure,117.17
chr2R,14240344,14240368,chr2R,14238932,14240932,FBgn0033916,FBgn0033916,structure,117.17
chr2R,14435561,14435588,chr2R,14434899,14436899,FBgn0284250,FBgn0284250,structure,111.15
chr2R,14436646,14436664,chr2R,14434899,14436899,FBgn0284250,FBgn0284250,structure,88.89
chr2R,14637618,14637646,chr2R,14637538,14639538,FBgn0262881,FBgn0262881,structure,159.73
chr2R,14637618,14637646,chr2R,14637538,14639538,FBgn0262881,FBgn0262881,structure,159.73
chr2R,14637890,14637906,chr2R,14637538,14639538,FBgn0262881,FBgn0262881,structure,100.0
chr2R,14637890,14637906,chr2R,14637538,14639538,FBgn0262881,FBgn0262881,structure,100.0
chr2R,14712939,14712959,chr2R,14712622,14714622,FBgn0020269,FBgn0020269,structure,140.0
chr2R,14712939,14712959,chr2R,14712622,14714622,FBgn0020269,FBgn0020269,structure,140.0
chr2R,14951725,14951746,chr2R,14949911,14951911,FBgn0261854,FBgn0261854,structure,112.14
chr2R,14951725,14951746,chr2R,14949911,14951911,FBgn0261854,FBgn0261854,structure,112.14
chr2R,14951725,14951746,chr2R,14949911,14951911,FBgn0261854,FBgn0261854,structure,112.14
chr2R,15129784,15129802,chr2R,15127826,15129826,FBgn0015371,FBgn0015371,structure,128.47
chr2R,15129784,15129802,chr2R,15127826,15129826,FBgn0015371,FBgn0015371,structure,128.47
chr2R,15129784,15129802,chr2R,15127826,15129826,FBgn0015371,FBgn0015371,structure,128.47
chr2R,15129784,15129802,chr2R,15127826,15129826,FBgn0015371,FBgn0015371,structure,128.47
chr2R,15311955,15311985,chr2R,15310134,15312134,FBgn0034008,FBgn0034008,structure,130.71
chr2R,15311955,15311985,chr2R,15310510,15312510,FBgn0004698,FBgn0004698,structure,130.71
chr2R,15311955,15311985,chr2R,15310510,15312510,FBgn0004698,FBgn0004698,structure,130.71
chr2R,15311955,15311985,chr2R,15310510,15312510,FBgn0004698,FBgn0004698,structure,130.71
chr2R,15350937,15350957,chr2R,15349133,15351133,FBgn0034013,FBgn0034013,structure,140.0
chr2R,15351012,15351041,chr2R,15349133,15351133,FBgn0034013,FBgn0034013,structure,141.35
chr2R,15565401,15565420,chr2R,15564801,15566801,FBgn0034032,FBgn0034032,structure,143.95
chr2R,15613500,15613517,chr2R,15612854,15614854,FBgn0260429,FBgn0260429,structure,88.24
chr2R,15613500,15613517,chr2R,15612854,15614854,FBgn0260429,FBgn0260429,structure,88.24
chr2R,15613500,15613517,chr2R,15612854,15614854,FBgn0260429,FBgn0260429,structure,88.24
chr2R,15713269,15713296,chr2R,15711644,15713644,FBgn0050083,FBgn0050083,structure,159.81
chr2R,15734708,15734730,chr2R,15734496,15736496,FBgn0050089,FBgn0050089,structure,115.34
chr2R,15944668,15944683,chr2R,15943028,15945028,FBgn0050093,FBgn0050093,structure,100.0
chr2R,15952442,15952465,chr2R,15951088,15953088,FBgn0265045,FBgn0265045,structure,140.91
chr2R,15952442,15952465,chr2R,15951088,15953088,FBgn0265045,FBgn0265045,structure,140.91
chr2R,15952442,15952465,chr2R,15951518,15953518,FBgn0265045,FBgn0265045,structure,140.91
chr2R,16249348,16249371,chr2R,16248795,16250795,FBgn0261612,FBgn0261612,structure,82.61
chr2R,16258804,16258839,chr2R,16258805,16260805,FBgn0261612,FBgn0261612,structure,148.57
chr2R,16260184,16260211,chr2R,16258805,16260805,FBgn0261612,FBgn0261612,structure,136.27
chr2R,16308282,16308298,chr2R,16307942,16309942,FBgn0085428,FBgn0085428,structure,100.0
chr2R,16308282,16308298,chr2R,16308045,16310045,FBgn0085428,FBgn0085428,structure,100.0
chr2R,16308282,16308298,chr2R,16308149,16310149,FBgn0085428,FBgn0085428,structure,100.0
chr2R,16638385,16638415,chr2R,16636975,16638975,FBgn0040505,FBgn0040505,structure,158.33
chr2R,17006119,17006149,chr2R,17004149,17006149,FBgn0026402,FBgn0026402,structure,126.67
chr2R,17006119,17006149,chr2R,17004451,17006451,FBgn0034179,FBgn0034179,structure,126.67
chr2R,17006119,17006149,chr2R,17004451,17006451,FBgn0034179,FBgn0034179,structure,126.67
chr2R,17158567,17158589,chr2R,17157316,17159316,FBgn0034202,FBgn0034202,structure,138.73
chr2R,17158567,17158589,chr2R,17158038,17160038,FBgn0050458,FBgn0050458,structure,138.73
chr2R,17160252,17160275,chr2R,17159829,17161829,FBgn0050457,FBgn0050457,structure,137.72
chr2R,17501500,17501524,chr2R,17501354,17503354,FBgn0283508,FBgn0283508,structure,142.92
chr2R,17535245,17535266,chr2R,17534866,17536866,FBgn0263197,FBgn0263197,structure,147.95
chr2R,17535245,17535266,chr2R,17534866,17536866,FBgn0263197,FBgn0263197,structure,147.95
chr2R,17535245,17535266,chr2R,17534866,17536866,FBgn0263197,FBgn0263197,structure,147.95
chr2R,17535245,17535266,chr2R,17534866,17536866,FBgn0263197,FBgn0263197,structure,147.95
chr2R,17535245,17535266,chr2R,17534866,17536866,FBgn0263197,FBgn0263197,structure,147.95
chr2R,17535245,17535266,chr2R,17534866,17536866,FBgn0263197,FBgn0263197,structure,147.95
chr2R,17535245,17535266,chr2R,17534866,17536866,FBgn0263197,FBgn0263197,structure,147.95
chr2R,17535245,17535266,chr2R,17534866,17536866,FBgn0263197,FBgn0263197,structure,147.95
chr2R,17535245,17535266,chr2R,17534866,17536866,FBgn0263197,FBgn0263197,structure,147.95
chr2R,17535245,17535266,chr2R,17534866,17536866,FBgn0263197,FBgn0263197,structure,147.95
chr2R,17535245,17535266,chr2R,17534866,17536866,FBgn0263197,FBgn0263197,structure,147.95
chr2R,17535245,17535266,chr2R,17534866,17536866,FBgn0263197,FBgn0263197,structure,147.95
chr2R,17535245,17535266,chr2R,17534649,17536649,FBgn0263197,FBgn0263197,structure,147.95
chr2R,17535245,17535266,chr2R,17535213,17537213,FBgn0034237,FBgn0034237,structure,147.95
chr2R,17721664,17721685,chr2R,17721339,17723339,FBgn0034263,FBgn0034263,structure,118.15
chr2R,17956774,17956797,chr2R,17955570,17957570,FBgn0003140,FBgn0003140,structure,148.08
chr2R,17956774,17956797,chr2R,17955570,17957570,FBgn0003140,FBgn0003140,structure,148.08
chr2R,18226616,18226637,chr2R,18225795,18227795,FBgn0266849,FBgn0266849,structure,112.14
chr2R,18311734,18311758,chr2R,18310822,18312822,FBgn0040737,FBgn0040737,structure,60.0
chr2R,18868390,18868408,chr2R,18866391,18868391,FBgn0034407,FBgn0034407,structure,100.0
chr2R,18868390,18868408,chr2R,18867167,18869167,FBgn0262569,FBgn0262569,structure,100.0
chr2R,19097104,19097134,chr2R,19095174,19097174,FBgn0050125,FBgn0050125,structure,155.21
chr2R,19127730,19127757,chr2R,19126219,19128219,FBgn0034417,FBgn0034417,structure,114.31
chr2R,19127730,19127757,chr2R,19126624,19128624,FBgn0034417,FBgn0034417,structure,114.31
chr2R,19248920,19248942,chr2R,19248395,19250395,FBgn0004003,FBgn0004003,structure,133.18
chr2R,19248920,19248942,chr2R,19248761,19250761,FBgn0004003,FBgn0004003,structure,133.18
chr2R,19330644,19330664,chr2R,19329889,19331889,FBgn0054045,FBgn0054045,structure,140.0
chr2R,19468170,19468193,chr2R,19466466,19468466,FBgn0260934,FBgn0260934,structure,153.26
chr2R,19468170,19468193,chr2R,19466466,19468466,FBgn0260934,FBgn0260934,structure,153.26
chr2R,19925221,19925243,chr2R,19924845,19926845,FBgn0265837,FBgn0265837,structure,138.73
chr2R,20001530,20001553,chr2R,19999819,20001819,FBgn0053538,FBgn0053538,structure,132.54
chr2R,20001736,20001757,chr2R,19999819,20001819,FBgn0053538,FBgn0053538,structure,136.19
chr2R,20293523,20293545,chr2R,20291545,20293545,FBgn0265849,FBgn0265849,structure,127.64
chr2R,20293523,20293545,chr2R,20292895,20294895,FBgn0265850,FBgn0265850,structure,127.64
chr2R,20541293,20541322,chr2R,20539448,20541448,FBgn0034515,FBgn0034515,structure,157.41
chr2R,20541293,20541322,chr2R,20539448,20541448,FBgn0034515,FBgn0034515,structure,157.41
chr2R,20541293,20541322,chr2R,20540295,20542295,FBgn0265863,FBgn0265863,structure,157.41
chr2R,20722251,20722275,chr2R,20721595,20723595,FBgn0265871,FBgn0265871,structure,140.0
chr2R,20897935,20897961,chr2R,20896584,20898584,FBgn0015524,FBgn0015524,structure,111.35
chr2R,20897935,20897961,chr2R,20896584,20898584,FBgn0015524,FBgn0015524,structure,111.35
chr2R,20897935,20897961,chr2R,20896584,20898584,FBgn0015524,FBgn0015524,structure,111.35
chr2R,20897935,20897961,chr2R,20896584,20898584,FBgn0015524,FBgn0015524,structure,111.35
chr2R,20897935,20897961,chr2R,20895994,20897994,FBgn0262690,FBgn0262690,structure,111.35
chr2R,20909431,20909459,chr2R,20908704,20910704,FBgn0034560,FBgn0034560,structure,160.0
chr2R,20950752,20950769,chr2R,20949102,20951102,FBgn0053704,FBgn0053704,structure,100.0
chr2R,21224427,21224451,chr2R,21222854,21224854,FBgn0034606,FBgn0034606,structure,148.1
chr2R,21624150,21624184,chr2R,21623446,21625446,FBgn0016641,FBgn0016641,structure,165.59
chr2R,21624150,21624184,chr2R,21624030,21626030,FBgn0034641,FBgn0034641,structure,165.59
chr2R,21624150,21624184,chr2R,21624030,21626030,FBgn0034641,FBgn0034641,structure,165.59
chr2R,21706932,21706963,chr2R,21706861,21708861,FBgn0010228,FBgn0010228,structure,160.87
chr2R,21763737,21763767,chr2R,21762994,21764994,FBgn0264715,FBgn0264715,structure,118.33
chr2R,21763737,21763767,chr2R,21762995,21764995,FBgn0264714,FBgn0264714,structure,118.33
chr2R,21937329,21937355,chr2R,21935863,21937863,FBgn0263999,FBgn0263999,structure,144.23
chr2R,21971591,21971618,chr2R,21970285,21972285,FBgn0054029,FBgn0054029,structure,140.69
chr2R,22236599,22236623,chr2R,22235795,22237795,FBgn0265976,FBgn0265976,structure,132.67
chr2R,22292126,22292146,chr2R,22290717,22292717,FBgn0263341,FBgn0263341,structure,133.75
chr2R,22292696,22292717,chr2R,22290717,22292717,FBgn0263341,FBgn0263341,structure,112.14
chr2R,22292696,22292717,chr2R,22292400,22294400,FBgn0034717,FBgn0034717,structure,112.14
chr2R,22292696,22292717,chr2R,22292434,22294434,FBgn0034717,FBgn0034717,structure,112.14
chr2R,22292696,22292717,chr2R,22292434,22294434,FBgn0034717,FBgn0034717,structure,112.14
chr2R,22374287,22374312,chr2R,22373966,22375966,FBgn0265980,FBgn0265980,structure,118.75
chr2R,22374287,22374312,chr2R,22373966,22375966,FBgn0265980,FBgn0265980,structure,118.75
chr2R,22374287,22374312,chr2R,22374090,22376090,FBgn0034722,FBgn0034722,structure,118.75
chr2R,22374287,22374312,chr2R,22374090,22376090,FBgn0034722,FBgn0034722,structure,118.75
chr2R,22383996,22384022,chr2R,22382134,22384134,FBgn0034723,FBgn0034723,structure,76.92
chr2R,22383996,22384022,chr2R,22382134,22384134,FBgn0034723,FBgn0034723,structure,76.92
chr2R,22403553,22403571,chr2R,22402195,22404195,FBgn0265981,FBgn0265981,structure,135.22
chr2R,22403553,22403571,chr2R,22403177,22405177,FBgn0034725,FBgn0034725,structure,135.22
chr2R,22403553,22403571,chr2R,22403177,22405177,FBgn0034725,FBgn0034725,structure,135.22
chr2R,22614538,22614559,chr2R,22613328,22615328,FBgn0053143,FBgn0053143,structure,112.14
chr2R,22614538,22614559,chr2R,22613328,22615328,FBgn0053143,FBgn0053143,structure,112.14
chr2R,22614538,22614559,chr2R,22613328,22615328,FBgn0053143,FBgn0053143,structure,112.14
chr2R,22614538,22614559,chr2R,22613328,22615328,FBgn0053143,FBgn0053143,structure,112.14
chr2R,22656428,22656456,chr2R,22655998,22657998,FBgn0263030,FBgn0263030,structure,134.29
chr2R,22656428,22656456,chr2R,22656135,22658135,FBgn0263030,FBgn0263030,structure,134.29
chr2R,22656428,22656456,chr2R,22655998,22657998,FBgn0263030,FBgn0263030,structure,134.29
chr2R,22656428,22656456,chr2R,22655080,22657080,FBgn0263031,FBgn0263031,structure,134.29
chr2R,22656428,22656456,chr2R,22655998,22657998,FBgn0263031,FBgn0263031,structure,134.29
chr2R,22656428,22656456,chr2R,22654635,22656635,FBgn0266806,FBgn0266806,structure,134.29
chr2R,22673494,22673510,chr2R,22672695,22674695,FBgn0265982,FBgn0265982,structure,100.0
chr2R,22986898,22986923,chr2R,22985339,22987339,FBgn0034807,FBgn0034807,structure,124.0
chr2R,22999566,22999581,chr2R,22997884,22999884,FBgn0034808,FBgn0034808,structure,100.0
chr2R,23231740,23231766,chr2R,23231626,23233626,FBgn0034835,FBgn0034835,structure,142.97
chr2R,23314344,23314366,chr2R,23312854,23314854,FBgn0263084,FBgn0263084,structure,86.36
chr2R,23314503,23314536,chr2R,23312854,23314854,FBgn0263084,FBgn0263084,structure,161.72
chr2R,23350959,23350981,chr2R,23350518,23352518,FBgn0085239,FBgn0085239,structure,77.27
chr2R,23595668,23595697,chr2R,23595592,23597592,FBgn0015903,FBgn0015903,structure,154.2
chr2R,23669668,23669689,chr2R,23668107,23670107,FBgn0266377,FBgn0266377,structure,112.14
chr2R,23672128,23672157,chr2R,23671462,23673462,FBgn0266377,FBgn0266377,structure,149.09
chr2R,23721088,23721110,chr2R,23720007,23722007,FBgn0266864,FBgn0266864,structure,115.34
chr2R,23747702,23747727,chr2R,23745829,23747829,FBgn0000562,FBgn0000562,structure,120.0
chr2R,23747702,23747727,chr2R,23746560,23748560,FBgn0034899,FBgn0034899,structure,120.0
chr2R,23747702,23747727,chr2R,23746560,23748560,FBgn0034899,FBgn0034899,structure,120.0
chr2R,24032090,24032123,chr2R,24030427,24032427,FBgn0050172,FBgn0050172,structure,153.11
chr2R,24032090,24032123,chr2R,24030202,24032202,FBgn0050172,FBgn0050172,structure,153.11
chr2R,24186428,24186452,chr2R,24184562,24186562,FBgn0082932,FBgn0082932,structure,122.33
chr2R,24186428,24186452,chr2R,24184825,24186825,FBgn0261973,FBgn0261973,structure,122.33
chr2R,24186428,24186452,chr2R,24185062,24187062,FBgn0261974,FBgn0261974,structure,122.33
chr2R,24186428,24186452,chr2R,24185703,24187703,FBgn0266083,FBgn0266083,structure,122.33
chr2R,24206991,24207021,chr2R,24205940,24207940,FBgn0034990,FBgn0034990,structure,159.17
chr2R,24206991,24207021,chr2R,24205940,24207940,FBgn0034990,FBgn0034990,structure,159.17
chr2R,24206991,24207021,chr2R,24205940,24207940,FBgn0034990,FBgn0034990,structure,159.17
chr2R,24244014,24244043,chr2R,24242255,24244255,FBgn0050418,FBgn0050418,structure,141.35
chr2R,24261303,24261320,chr2R,24260334,24262334,FBgn0034997,FBgn0034997,structure,132.72
chr2R,24306533,24306559,chr2R,24304881,24306881,FBgn0003888,FBgn0003888,structure,111.35
chr2R,24306533,24306559,chr2R,24304881,24306881,FBgn0003888,FBgn0003888,structure,111.35
chr2R,24335306,24335333,chr2R,24333307,24335307,FBgn0005638,FBgn0005638,structure,129.17
chr2R,24335306,24335333,chr2R,24334976,24336976,FBgn0265309,FBgn0265309,structure,129.17
chr2R,24342695,24342717,chr2R,24341861,24343861,FBgn0004101,FBgn0004101,structure,132.73
chr2R,24342695,24342717,chr2R,24341861,24343861,FBgn0004101,FBgn0004101,structure,132.73
chr2R,24342695,24342717,chr2R,24342702,24344702,FBgn0004101,FBgn0004101,structure,132.73
chr2R,24390580,24390607,chr2R,24389294,24391294,FBgn0000037,FBgn0000037,structure,139.37
chr2R,24390580,24390607,chr2R,24389294,24391294,FBgn0000037,FBgn0000037,structure,139.37
chr2R,24390580,24390607,chr2R,24389777,24391777,FBgn0266048,FBgn0266048,structure,139.37
chr2R,24445167,24445200,chr2R,24444500,24446500,FBgn0035005,FBgn0035005,structure,156.76
chr2R,24506312,24506344,chr2R,24505870,24507870,FBgn0035014,FBgn0035014,structure,155.0
chr2R,24539494,24539522,chr2R,24538941,24540941,FBgn0035023,FBgn0035023,structure,141.43
chr2R,24539494,24539522,chr2R,24538941,24540941,FBgn0035023,FBgn0035023,structure,141.43
chr2R,24539494,24539522,chr2R,24538941,24540941,FBgn0035023,FBgn0035023,structure,141.43
chr2R,24662442,24662470,chr2R,24660503,24662503,FBgn0035044,FBgn0035044,structure,121.67
chr2R,24662442,24662470,chr2R,24662320,24664320,FBgn0050163,FBgn0050163,structure,121.67
chr2R,24662442,24662470,chr2R,24662406,24664406,FBgn0050163,FBgn0050163,structure,121.67
chr2R,24735978,24736006,chr2R,24735657,24737657,FBgn0053988,FBgn0053988,structure,102.68
chr2R,24735978,24736006,chr2R,24735657,24737657,FBgn0053988,FBgn0053988,structure,102.68
chr2R,24736240,24736255,chr2R,24735657,24737657,FBgn0053988,FBgn0053988,structure,93.33
chr2R,24736240,24736255,chr2R,24735657,24737657,FBgn0053988,FBgn0053988,structure,93.33
chr2R,24964485,24964502,chr2R,24964076,24966076,FBgn0035087,FBgn0035087,structure,82.35
chr2R,24988322,24988348,chr2R,24986783,24988783,FBgn0035091,FBgn0035091,structure,116.44
chr2R,7423250,7423269,chr2R,7421994,7423994,FBgn0265097,FBgn0265097,structure,94.74
chr2R,10101981,10102006,chr2R,10100036,10102036,FBgn0004907,FBgn0004907,structure,88.0
chr2R,10101981,10102006,chr2R,10100036,10102036,FBgn0004907,FBgn0004907,structure,88.0
chr2R,10101981,10102006,chr2R,10100036,10102036,FBgn0004907,FBgn0004907,structure,88.0
chr2R,10101981,10102006,chr2R,10100036,10102036,FBgn0004907,FBgn0004907,structure,88.0
chr2R,10101981,10102006,chr2R,10100036,10102036,FBgn0004907,FBgn0004907,structure,88.0
chr2R,10101981,10102006,chr2R,10100036,10102036,FBgn0004907,FBgn0004907,structure,88.0
chr2R,11184035,11184056,chr2R,11182224,11184224,FBgn0003396,FBgn0003396,structure,95.24
chr2R,13601568,13601594,chr2R,13600099,13602099,FBgn0262360,FBgn0262360,structure,92.31
chr2R,14028128,14028152,chr2R,14027620,14029620,FBgn0033893,FBgn0033893,structure,137.5
chr2R,16638385,16638406,chr2R,16636975,16638975,FBgn0040505,FBgn0040505,structure,95.24
chr2R,22986898,22986923,chr2R,22985339,22987339,FBgn0034807,FBgn0034807,structure,124.0
chr2R,23314344,23314366,chr2R,23312854,23314854,FBgn0263084,FBgn0263084,structure,86.36
chr2R,23595668,23595697,chr2R,23595592,23597592,FBgn0015903,FBgn0015903,structure,154.2
chr2R,24335306,24335333,chr2R,24333307,24335307,FBgn0005638,FBgn0005638,structure,129.17
chr2R,24335306,24335333,chr2R,24334976,24336976,FBgn0265309,FBgn0265309,structure,129.17
chr2R,24445176,24445207,chr2R,24444500,24446500,FBgn0035005,FBgn0035005,structure,148.8
chr3L,70333,70355,chr3L,70042,72042,FBgn0265704,FBgn0265704,structure,77.27
chr3L,70333,70355,chr3L,69851,71851,FBgn0262680,FBgn0262680,structure,77.27
chr3L,73614,73636,chr3L,72101,74101,FBgn0264720,FBgn0264720,structure,95.45
chr3L,333137,333160,chr3L,331309,333309,FBgn0035131,FBgn0035131,structure,140.91
chr3L,592512,592536,chr3L,592246,594246,FBgn0035145,FBgn0035145,structure,121.25
chr3L,592512,592536,chr3L,592246,594246,FBgn0035145,FBgn0035145,structure,121.25
chr3L,622704,622730,chr3L,621316,623316,FBgn0263042,FBgn0263042,structure,142.08
chr3L,622704,622730,chr3L,621316,623316,FBgn0263042,FBgn0263042,structure,142.08
chr3L,629456,629488,chr3L,627470,629470,FBgn0286827,FBgn0286827,structure,154.46
chr3L,771236,771257,chr3L,769363,771363,FBgn0052481,FBgn0052481,structure,124.9
chr3L,864507,864536,chr3L,864396,866396,FBgn0035171,FBgn0035171,structure,157.39
chr3L,880909,880934,chr3L,880045,882045,FBgn0035173,FBgn0035173,structure,115.0
chr3L,962713,962739,chr3L,960769,962769,FBgn0267459,FBgn0267459,structure,106.25
chr3L,962713,962739,chr3L,961756,963756,FBgn0267460,FBgn0267460,structure,106.25
chr3L,1000847,1000877,chr3L,999567,1001567,FBgn0024277,FBgn0024277,structure,130.83
chr3L,1000847,1000877,chr3L,1000027,1002027,FBgn0267461,FBgn0267461,structure,130.83
chr3L,1255681,1255708,chr3L,1255449,1257449,FBgn0035199,FBgn0035199,structure,128.06
chr3L,1348539,1348561,chr3L,1348542,1350542,FBgn0267487,FBgn0267487,structure,140.68
chr3L,1380876,1380904,chr3L,1378934,1380934,FBgn0052330,FBgn0052330,structure,141.25
chr3L,1380876,1380904,chr3L,1379238,1381238,FBgn0052328,FBgn0052328,structure,141.25
chr3L,1380876,1380904,chr3L,1379529,1381529,FBgn0052329,FBgn0052329,structure,141.25
chr3L,1479653,1479674,chr3L,1477941,1479941,FBgn0020248,FBgn0020248,structure,112.14
chr3L,1503701,1503721,chr3L,1501843,1503843,FBgn0261243,FBgn0261243,structure,134.0
chr3L,1694312,1694337,chr3L,1693617,1695617,FBgn0035257,FBgn0035257,structure,142.17
chr3L,1772042,1772069,chr3L,1770758,1772758,FBgn0013811,FBgn0013811,structure,153.94
chr3L,1808208,1808235,chr3L,1806546,1808546,FBgn0267247,FBgn0267247,structure,104.4
chr3L,1834366,1834397,chr3L,1834164,1836164,FBgn0035280,FBgn0035280,structure,120.89
chr3L,1834366,1834397,chr3L,1834164,1836164,FBgn0035280,FBgn0035280,structure,120.89
chr3L,1834366,1834397,chr3L,1834164,1836164,FBgn0035280,FBgn0035280,structure,120.89
chr3L,1928893,1928918,chr3L,1927152,1929152,FBgn0267476,FBgn0267476,structure,103.0
chr3L,1948334,1948359,chr3L,1946475,1948475,FBgn0002872,FBgn0002872,structure,120.0
chr3L,1948334,1948359,chr3L,1946475,1948475,FBgn0002872,FBgn0002872,structure,120.0
chr3L,1948334,1948359,chr3L,1946475,1948475,FBgn0002872,FBgn0002872,structure,120.0
chr3L,1948334,1948359,chr3L,1946565,1948565,FBgn0035295,FBgn0035295,structure,120.0
chr3L,1948334,1948359,chr3L,1946755,1948755,FBgn0035295,FBgn0035295,structure,120.0
chr3L,2460866,2460895,chr3L,2459978,2461978,FBgn0266696,FBgn0266696,structure,124.22
chr3L,2633052,2633084,chr3L,2631275,2633275,FBgn0035357,FBgn0035357,structure,143.75
chr3L,3126716,3126741,chr3L,3126724,3128724,FBgn0026189,FBgn0026189,structure,127.67
chr3L,3126716,3126741,chr3L,3126724,3128724,FBgn0026189,FBgn0026189,structure,127.67
chr3L,3126716,3126741,chr3L,3126216,3128216,FBgn0026189,FBgn0026189,structure,127.67
chr3L,3126716,3126741,chr3L,3126724,3128724,FBgn0026189,FBgn0026189,structure,127.67
chr3L,3126716,3126741,chr3L,3126216,3128216,FBgn0026189,FBgn0026189,structure,127.67
chr3L,3126716,3126741,chr3L,3126724,3128724,FBgn0026189,FBgn0026189,structure,127.67
chr3L,3249098,3249123,chr3L,3248340,3250340,FBgn0263617,FBgn0263617,structure,150.14
chr3L,3249098,3249123,chr3L,3248590,3250590,FBgn0263617,FBgn0263617,structure,150.14
chr3L,3594770,3594792,chr3L,3592823,3594823,FBgn0053504,FBgn0053504,structure,126.93
chr3L,3789977,3790003,chr3L,3789804,3791804,FBgn0052266,FBgn0052266,structure,130.19
chr3L,3829608,3829629,chr3L,3827997,3829997,FBgn0004875,FBgn0004875,structure,112.14
chr3L,3891214,3891232,chr3L,3890963,3892963,FBgn0266971,FBgn0266971,structure,135.22
